date,product,seller_id,listing_price,condition,days_on_market,location
2025-08-09,MacBook Air M2,S013,7837,new,7,Istanbul
2025-08-09,MacBook Air M2,S002,7869,used,8,Antalya
2025-08-09,MacBook Air M2,S032,7797,like_new,26,Istanbul
2025-08-09,MacBook Air M2,S035,7780,used,16,Izmir
2025-08-09,MacBook Air M2,S035,7804,like_new,2,Istanbul
2025-08-09,MacBook Air M2,S022,7836,new,26,Izmir
2025-08-09,MacBook Air M2,S047,7726,new,4,Bursa
2025-08-09,MacBook Air M2,S014,7681,used,15,Antalya
2025-08-09,MacBook Air M2,S044,7774,used,24,Ankara
2025-08-09,MacBook Air M2,S038,7738,new,2,Istanbul
2025-08-09,MacBook Air M2,S048,7777,new,21,Bursa
2025-08-09,MacBook Air M2,S002,7796,like_new,2,Antalya
2025-08-09,MacBook Air M2,S016,7780,used,1,Ankara
2025-08-09,MacBook Air M2,S012,7882,used,29,Istanbul
2025-08-09,MacBook Air M2,S020,7822,new,20,Bursa
2025-08-09,MacBook Air M2,S011,7820,used,27,Istanbul
2025-08-09,MacBook Air M2,S007,7837,new,20,Bursa
2025-08-09,MacBook Air M2,S040,7743,new,26,Istanbul
2025-08-09,MacBook Air M2,S013,7860,like_new,26,Izmir
2025-08-09,MacBook Air M2,S048,7800,used,11,Bursa
2025-08-09,MacBook Air M2,S008,7840,used,18,Antalya
2025-08-09,MacBook Air M2,S009,7746,like_new,25,Ankara
2025-08-09,MacBook Air M2,S003,7721,used,11,Ankara
2025-08-09,MacBook Air M2,S005,7848,new,5,Izmir
2025-08-10,MacBook Air M2,S011,7802,used,18,Izmir
2025-08-10,MacBook Air M2,S011,7733,like_new,30,Ankara
2025-08-10,MacBook Air M2,S038,7735,new,4,Ankara
2025-08-10,MacBook Air M2,S041,7842,used,25,Bursa
2025-08-10,MacBook Air M2,S011,7718,new,3,Bursa
2025-08-10,MacBook Air M2,S001,7870,new,30,Ankara
2025-08-10,MacBook Air M2,S006,7733,used,29,Antalya
2025-08-10,MacBook Air M2,S019,7816,like_new,23,Bursa
2025-08-10,MacBook Air M2,S009,7764,new,21,Ankara
2025-08-10,MacBook Air M2,S018,7814,used,14,Bursa
2025-08-10,MacBook Air M2,S016,7752,new,23,Antalya
2025-08-10,MacBook Air M2,S003,7773,used,23,Ankara
2025-08-10,MacBook Air M2,S032,7784,used,21,Istanbul
2025-08-10,MacBook Air M2,S020,7728,like_new,1,Bursa
2025-08-10,MacBook Air M2,S036,7821,new,4,Ankara
2025-08-10,MacBook Air M2,S034,7754,new,12,Antalya
2025-08-10,MacBook Air M2,S049,7769,used,8,Antalya
2025-08-10,MacBook Air M2,S030,7728,used,9,Ankara
2025-08-10,MacBook Air M2,S004,7644,new,26,Istanbul
2025-08-10,MacBook Air M2,S010,7771,used,16,Bursa
2025-08-10,MacBook Air M2,S012,7911,new,2,Istanbul
2025-08-10,MacBook Air M2,S042,7824,like_new,7,Izmir
2025-08-10,MacBook Air M2,S028,7781,like_new,20,Izmir
2025-08-10,MacBook Air M2,S049,7767,like_new,4,Istanbul
2025-08-10,MacBook Air M2,S048,7783,new,6,Antalya
2025-08-10,MacBook Air M2,S011,7811,new,17,Bursa
2025-08-10,MacBook Air M2,S008,7718,new,24,Ankara
2025-08-10,MacBook Air M2,S029,7842,used,11,Antalya
2025-08-10,MacBook Air M2,S027,7820,new,8,Izmir
2025-08-10,MacBook Air M2,S050,7820,new,8,Izmir
2025-08-11,MacBook Air M2,S048,7622,like_new,13,Ankara
2025-08-11,MacBook Air M2,S015,7599,new,19,Bursa
2025-08-11,MacBook Air M2,S032,7635,new,5,Bursa
2025-08-11,MacBook Air M2,S014,7630,used,6,Bursa
2025-08-11,MacBook Air M2,S025,7579,like_new,15,Ankara
2025-08-11,MacBook Air M2,S047,7568,new,9,Izmir
2025-08-11,MacBook Air M2,S013,7604,like_new,2,Ankara
2025-08-11,MacBook Air M2,S045,7682,used,9,Istanbul
2025-08-11,MacBook Air M2,S009,7532,new,15,Bursa
2025-08-11,MacBook Air M2,S027,7519,new,8,Izmir
2025-08-11,MacBook Air M2,S019,7607,used,26,Ankara
2025-08-11,MacBook Air M2,S041,7601,used,19,Ankara
2025-08-11,MacBook Air M2,S036,7608,new,14,Istanbul
2025-08-11,MacBook Air M2,S034,7611,like_new,19,Ankara
2025-08-11,MacBook Air M2,S031,7586,like_new,1,Izmir
2025-08-11,MacBook Air M2,S047,7678,like_new,8,Ankara
2025-08-11,MacBook Air M2,S021,7512,like_new,8,Antalya
2025-08-11,MacBook Air M2,S038,7554,new,29,Antalya
2025-08-11,MacBook Air M2,S001,7593,like_new,2,Istanbul
2025-08-11,MacBook Air M2,S031,7510,used,2,Antalya
2025-08-11,MacBook Air M2,S028,7589,used,16,Bursa
2025-08-11,MacBook Air M2,S045,7688,new,16,Bursa
2025-08-11,MacBook Air M2,S016,7599,new,25,Antalya
2025-08-11,MacBook Air M2,S001,7611,used,7,Bursa
2025-08-11,MacBook Air M2,S009,7531,like_new,8,Izmir
2025-08-11,MacBook Air M2,S042,7565,new,16,Istanbul
2025-08-11,MacBook Air M2,S043,7578,like_new,23,Ankara
2025-08-11,MacBook Air M2,S030,7581,used,1,Antalya
2025-08-11,MacBook Air M2,S030,7667,like_new,28,Ankara
2025-08-11,MacBook Air M2,S046,7628,like_new,26,Ankara
2025-08-12,MacBook Air M2,S041,7763,like_new,28,Istanbul
2025-08-12,MacBook Air M2,S041,7836,new,29,Bursa
2025-08-12,MacBook Air M2,S045,7849,like_new,2,Antalya
2025-08-12,MacBook Air M2,S019,7884,like_new,23,Izmir
2025-08-12,MacBook Air M2,S040,7907,used,26,Antalya
2025-08-12,MacBook Air M2,S014,7768,used,20,Istanbul
2025-08-12,MacBook Air M2,S022,7779,used,17,Istanbul
2025-08-12,MacBook Air M2,S044,7755,like_new,4,Istanbul
2025-08-12,MacBook Air M2,S025,7810,like_new,20,Bursa
2025-08-12,MacBook Air M2,S003,7848,like_new,6,Izmir
2025-08-12,MacBook Air M2,S042,7876,used,18,Istanbul
2025-08-12,MacBook Air M2,S046,7818,new,11,Ankara
2025-08-12,MacBook Air M2,S016,7805,used,21,Istanbul
2025-08-12,MacBook Air M2,S031,7831,used,28,Antalya
2025-08-12,MacBook Air M2,S045,7778,new,11,Ankara
2025-08-12,MacBook Air M2,S023,7935,like_new,22,Antalya
2025-08-12,MacBook Air M2,S028,7736,like_new,3,Istanbul
2025-08-12,MacBook Air M2,S024,7832,like_new,16,Bursa
2025-08-12,MacBook Air M2,S033,7931,used,16,Istanbul
2025-08-12,MacBook Air M2,S046,7823,used,29,Antalya
2025-08-12,MacBook Air M2,S019,7812,like_new,12,Antalya
2025-08-12,MacBook Air M2,S044,7803,used,7,Istanbul
2025-08-12,MacBook Air M2,S030,7813,new,13,Istanbul
2025-08-12,MacBook Air M2,S012,7896,like_new,4,Istanbul
2025-08-12,MacBook Air M2,S011,7704,like_new,23,Istanbul
2025-08-12,MacBook Air M2,S010,7905,like_new,28,Ankara
2025-08-12,MacBook Air M2,S014,7746,used,10,Istanbul
2025-08-12,MacBook Air M2,S027,7808,used,30,Antalya
2025-08-12,MacBook Air M2,S009,7799,like_new,14,Izmir
2025-08-12,MacBook Air M2,S029,7854,used,10,Istanbul
2025-08-13,MacBook Air M2,S002,7542,new,21,Antalya
2025-08-13,MacBook Air M2,S022,7653,like_new,11,Antalya
2025-08-13,MacBook Air M2,S042,7737,used,16,Izmir
2025-08-13,MacBook Air M2,S038,7554,used,27,Antalya
2025-08-13,MacBook Air M2,S036,7638,like_new,10,Bursa
2025-08-13,MacBook Air M2,S037,7592,new,6,Izmir
2025-08-13,MacBook Air M2,S017,7651,new,12,Bursa
2025-08-13,MacBook Air M2,S019,7629,new,12,Ankara
2025-08-13,MacBook Air M2,S019,7593,like_new,20,Ankara
2025-08-13,MacBook Air M2,S011,7654,used,10,Antalya
2025-08-13,MacBook Air M2,S012,7725,new,6,Ankara
2025-08-13,MacBook Air M2,S016,7617,new,11,Istanbul
2025-08-13,MacBook Air M2,S037,7666,new,9,Bursa
2025-08-13,MacBook Air M2,S024,7558,new,18,Ankara
2025-08-13,MacBook Air M2,S046,7576,new,12,Izmir
2025-08-13,MacBook Air M2,S010,7653,like_new,18,Bursa
2025-08-13,MacBook Air M2,S011,7707,used,4,Izmir
2025-08-13,MacBook Air M2,S002,7647,like_new,25,Bursa
2025-08-13,MacBook Air M2,S010,7611,like_new,5,Izmir
2025-08-13,MacBook Air M2,S001,7628,used,17,Antalya
2025-08-13,MacBook Air M2,S022,7560,used,16,Izmir
2025-08-13,MacBook Air M2,S019,7660,used,26,Ankara
2025-08-13,MacBook Air M2,S037,7675,used,11,Bursa
2025-08-13,MacBook Air M2,S045,7603,new,29,Bursa
2025-08-13,MacBook Air M2,S003,7602,new,4,Antalya
2025-08-13,MacBook Air M2,S020,7642,new,20,Bursa
2025-08-13,MacBook Air M2,S015,7604,like_new,3,Izmir
2025-08-13,MacBook Air M2,S021,7624,new,21,Antalya
2025-08-13,MacBook Air M2,S013,7741,used,8,Antalya
2025-08-13,MacBook Air M2,S050,7614,like_new,1,Ankara
2025-08-14,MacBook Air M2,S029,7579,used,17,Istanbul
2025-08-14,MacBook Air M2,S026,7563,new,11,Bursa
2025-08-14,MacBook Air M2,S039,7638,used,2,Antalya
2025-08-14,MacBook Air M2,S043,7589,like_new,5,Bursa
2025-08-14,MacBook Air M2,S046,7563,like_new,13,Izmir
2025-08-14,MacBook Air M2,S024,7669,new,12,Izmir
2025-08-14,MacBook Air M2,S023,7675,like_new,28,Bursa
2025-08-14,MacBook Air M2,S036,7566,new,24,Ankara
2025-08-14,MacBook Air M2,S029,7498,used,26,Bursa
2025-08-14,MacBook Air M2,S029,7652,like_new,26,Ankara
2025-08-14,MacBook Air M2,S047,7561,like_new,5,Bursa
2025-08-14,MacBook Air M2,S038,7641,used,5,Istanbul
2025-08-14,MacBook Air M2,S014,7492,like_new,28,Bursa
2025-08-14,MacBook Air M2,S034,7646,like_new,30,Istanbul
2025-08-14,MacBook Air M2,S038,7533,like_new,1,Istanbul
2025-08-14,MacBook Air M2,S027,7638,used,14,Izmir
2025-08-14,MacBook Air M2,S012,7599,used,23,Bursa
2025-08-14,MacBook Air M2,S037,7547,new,6,Ankara
2025-08-14,MacBook Air M2,S025,7576,like_new,16,Antalya
2025-08-14,MacBook Air M2,S003,7635,like_new,10,Antalya
2025-08-14,MacBook Air M2,S032,7604,used,8,Bursa
2025-08-14,MacBook Air M2,S002,7630,new,9,Ankara
2025-08-14,MacBook Air M2,S020,7704,used,4,Bursa
2025-08-14,MacBook Air M2,S042,7514,used,14,Izmir
2025-08-14,MacBook Air M2,S012,7685,like_new,1,Ankara
2025-08-14,MacBook Air M2,S008,7604,like_new,3,Bursa
2025-08-14,MacBook Air M2,S039,7550,used,19,Izmir
2025-08-14,MacBook Air M2,S031,7527,used,28,Bursa
2025-08-14,MacBook Air M2,S017,7588,used,23,Bursa
2025-08-14,MacBook Air M2,S008,7648,like_new,24,Antalya
2025-08-15,MacBook Air M2,S017,7740,new,2,Antalya
2025-08-15,MacBook Air M2,S010,7828,like_new,29,Bursa
2025-08-15,MacBook Air M2,S045,7669,new,6,Izmir
2025-08-15,MacBook Air M2,S004,7746,like_new,14,Izmir
2025-08-15,MacBook Air M2,S041,7680,like_new,10,Istanbul
2025-08-15,MacBook Air M2,S019,7767,used,17,Istanbul
2025-08-15,MacBook Air M2,S013,7795,used,25,Ankara
2025-08-15,MacBook Air M2,S007,7724,used,18,Ankara
2025-08-15,MacBook Air M2,S021,7607,like_new,9,Izmir
2025-08-15,MacBook Air M2,S044,7758,used,4,Izmir
2025-08-15,MacBook Air M2,S035,7771,used,27,Izmir
2025-08-15,MacBook Air M2,S010,7769,new,17,Ankara
2025-08-15,MacBook Air M2,S019,7814,like_new,14,Bursa
2025-08-15,MacBook Air M2,S022,7690,new,7,Istanbul
2025-08-15,MacBook Air M2,S010,7784,used,27,Ankara
2025-08-15,MacBook Air M2,S013,7811,used,23,Antalya
2025-08-15,MacBook Air M2,S034,7651,used,23,Antalya
2025-08-15,MacBook Air M2,S049,7764,new,15,Bursa
2025-08-15,MacBook Air M2,S005,7720,new,30,Ankara
2025-08-15,MacBook Air M2,S002,7743,like_new,10,Izmir
2025-08-15,MacBook Air M2,S045,7766,like_new,27,Ankara
2025-08-15,MacBook Air M2,S029,7721,used,25,Antalya
2025-08-15,MacBook Air M2,S022,7711,new,1,Izmir
2025-08-15,MacBook Air M2,S048,7749,new,5,Ankara
2025-08-15,MacBook Air M2,S045,7689,new,10,Ankara
2025-08-15,MacBook Air M2,S009,7689,new,3,Ankara
2025-08-15,MacBook Air M2,S028,7784,used,3,Istanbul
2025-08-15,MacBook Air M2,S002,7685,like_new,2,Bursa
2025-08-15,MacBook Air M2,S013,7783,new,26,Istanbul
2025-08-15,MacBook Air M2,S043,7772,used,2,Antalya
2025-08-16,MacBook Air M2,S017,7625,new,10,Istanbul
2025-08-16,MacBook Air M2,S043,7682,new,26,Istanbul
2025-08-16,MacBook Air M2,S008,7782,used,19,Ankara
2025-08-16,MacBook Air M2,S013,7665,new,1,Izmir
2025-08-16,MacBook Air M2,S006,7693,new,19,Izmir
2025-08-16,MacBook Air M2,S023,7743,like_new,28,Ankara
2025-08-16,MacBook Air M2,S033,7760,used,8,Antalya
2025-08-16,MacBook Air M2,S033,7705,used,4,Istanbul
2025-08-16,MacBook Air M2,S038,7686,new,7,Antalya
2025-08-16,MacBook Air M2,S046,7795,new,6,Izmir
2025-08-16,MacBook Air M2,S049,7812,used,24,Istanbul
2025-08-16,MacBook Air M2,S007,7771,new,28,Antalya
2025-08-16,MacBook Air M2,S046,7723,like_new,23,Izmir
2025-08-16,MacBook Air M2,S038,7675,new,22,Bursa
2025-08-16,MacBook Air M2,S007,7673,new,13,Izmir
2025-08-16,MacBook Air M2,S028,7746,new,8,Antalya
2025-08-16,MacBook Air M2,S027,7741,new,4,Izmir
2025-08-16,MacBook Air M2,S030,7793,new,5,Antalya
2025-08-16,MacBook Air M2,S032,7753,like_new,18,Izmir
2025-08-16,MacBook Air M2,S047,7637,new,11,Istanbul
2025-08-16,MacBook Air M2,S032,7775,new,10,Bursa
2025-08-16,MacBook Air M2,S030,7664,used,22,Izmir
2025-08-16,MacBook Air M2,S029,7697,new,14,Antalya
2025-08-16,MacBook Air M2,S019,7732,like_new,28,Ankara
2025-08-16,MacBook Air M2,S005,7825,like_new,6,Izmir
2025-08-16,MacBook Air M2,S001,7885,used,22,Bursa
2025-08-16,MacBook Air M2,S007,7751,like_new,17,Bursa
2025-08-16,MacBook Air M2,S043,7708,used,4,Istanbul
2025-08-16,MacBook Air M2,S010,7747,like_new,23,Bursa
2025-08-16,MacBook Air M2,S038,7766,new,3,Ankara
2025-08-17,MacBook Air M2,S013,7671,like_new,20,Ankara
2025-08-17,MacBook Air M2,S026,7785,new,27,Ankara
2025-08-17,MacBook Air M2,S028,7701,used,9,Bursa
2025-08-17,MacBook Air M2,S049,7715,used,19,Antalya
2025-08-17,MacBook Air M2,S018,7724,used,12,Bursa
2025-08-17,MacBook Air M2,S031,7711,used,13,Antalya
2025-08-17,MacBook Air M2,S032,7734,used,5,Izmir
2025-08-17,MacBook Air M2,S050,7655,like_new,4,Istanbul
2025-08-17,MacBook Air M2,S017,7659,like_new,8,Bursa
2025-08-17,MacBook Air M2,S041,7629,new,4,Istanbul
2025-08-17,MacBook Air M2,S048,7712,new,16,Istanbul
2025-08-17,MacBook Air M2,S044,7730,new,13,Ankara
2025-08-17,MacBook Air M2,S039,7713,used,5,Izmir
2025-08-17,MacBook Air M2,S020,7779,used,4,Antalya
2025-08-17,MacBook Air M2,S049,7688,new,25,Antalya
2025-08-17,MacBook Air M2,S032,7724,like_new,10,Ankara
2025-08-17,MacBook Air M2,S043,7630,like_new,17,Bursa
2025-08-17,MacBook Air M2,S017,7668,used,26,Izmir
2025-08-17,MacBook Air M2,S035,7726,used,25,Istanbul
2025-08-17,MacBook Air M2,S003,7734,like_new,13,Istanbul
2025-08-17,MacBook Air M2,S029,7673,like_new,15,Bursa
2025-08-17,MacBook Air M2,S030,7685,new,6,Istanbul
2025-08-17,MacBook Air M2,S036,7607,used,29,Izmir
2025-08-17,MacBook Air M2,S046,7669,new,14,Bursa
2025-08-17,MacBook Air M2,S009,7736,like_new,16,Bursa
2025-08-17,MacBook Air M2,S049,7719,new,22,Antalya
2025-08-17,MacBook Air M2,S032,7715,used,22,Antalya
2025-08-17,MacBook Air M2,S035,7691,used,16,Bursa
2025-08-17,MacBook Air M2,S036,7689,new,2,Antalya
2025-08-17,MacBook Air M2,S026,7653,like_new,19,Bursa
2025-08-18,MacBook Air M2,S040,7918,used,25,Izmir
2025-08-18,MacBook Air M2,S019,7903,like_new,1,Istanbul
2025-08-18,MacBook Air M2,S038,7907,new,27,Ankara
2025-08-18,MacBook Air M2,S024,7852,like_new,1,Antalya
2025-08-18,MacBook Air M2,S049,7765,used,13,Izmir
2025-08-18,MacBook Air M2,S007,7939,like_new,12,Izmir
2025-08-18,MacBook Air M2,S027,7855,like_new,22,Istanbul
2025-08-18,MacBook Air M2,S016,7834,new,21,Ankara
2025-08-18,MacBook Air M2,S020,7918,used,30,Istanbul
2025-08-18,MacBook Air M2,S045,7859,new,4,Izmir
2025-08-18,MacBook Air M2,S022,7937,new,18,Istanbul
2025-08-18,MacBook Air M2,S021,7914,new,22,Bursa
2025-08-18,MacBook Air M2,S028,7917,used,29,Antalya
2025-08-18,MacBook Air M2,S027,7807,like_new,23,Istanbul
2025-08-18,MacBook Air M2,S031,7946,used,11,Istanbul
2025-08-18,MacBook Air M2,S025,7894,used,11,Bursa
2025-08-18,MacBook Air M2,S037,7861,new,4,Bursa
2025-08-18,MacBook Air M2,S045,7888,used,11,Ankara
2025-08-18,MacBook Air M2,S032,7785,used,6,Izmir
2025-08-18,MacBook Air M2,S040,7902,like_new,14,Izmir
2025-08-18,MacBook Air M2,S013,7825,like_new,27,Istanbul
2025-08-18,MacBook Air M2,S035,7808,new,9,Izmir
2025-08-18,MacBook Air M2,S004,7799,like_new,13,Antalya
2025-08-18,MacBook Air M2,S015,7940,used,23,Istanbul
2025-08-18,MacBook Air M2,S038,7847,new,11,Antalya
2025-08-18,MacBook Air M2,S018,7963,new,26,Antalya
2025-08-18,MacBook Air M2,S034,7852,like_new,7,Bursa
2025-08-18,MacBook Air M2,S023,7789,new,17,Izmir
2025-08-18,MacBook Air M2,S020,7820,like_new,11,Antalya
2025-08-18,MacBook Air M2,S013,7947,like_new,9,Bursa
2025-08-19,MacBook Air M2,S030,7768,used,6,Antalya
2025-08-19,MacBook Air M2,S002,7747,used,28,Antalya
2025-08-19,MacBook Air M2,S012,7785,used,7,Bursa
2025-08-19,MacBook Air M2,S043,7803,used,9,Bursa
2025-08-19,MacBook Air M2,S041,7836,used,28,Antalya
2025-08-19,MacBook Air M2,S050,7854,like_new,24,Antalya
2025-08-19,MacBook Air M2,S041,7757,new,7,Antalya
2025-08-19,MacBook Air M2,S024,7705,like_new,8,Ankara
2025-08-19,MacBook Air M2,S010,7754,used,28,Izmir
2025-08-19,MacBook Air M2,S028,7790,like_new,28,Izmir
2025-08-19,MacBook Air M2,S005,7724,used,28,Ankara
2025-08-19,MacBook Air M2,S027,7725,like_new,21,Izmir
2025-08-19,MacBook Air M2,S011,7794,like_new,8,Antalya
2025-08-19,MacBook Air M2,S026,7773,new,5,Istanbul
2025-08-19,MacBook Air M2,S013,7778,new,26,Ankara
2025-08-19,MacBook Air M2,S020,7735,like_new,18,Bursa
2025-08-19,MacBook Air M2,S028,7764,like_new,7,Istanbul
2025-08-19,MacBook Air M2,S011,7726,like_new,1,Ankara
2025-08-19,MacBook Air M2,S017,7824,like_new,6,Antalya
2025-08-19,MacBook Air M2,S042,7832,new,26,Bursa
2025-08-19,MacBook Air M2,S002,7677,new,11,Istanbul
2025-08-19,MacBook Air M2,S039,7726,like_new,29,Istanbul
2025-08-19,MacBook Air M2,S027,7696,like_new,13,Istanbul
2025-08-19,MacBook Air M2,S047,7741,new,4,Ankara
2025-08-19,MacBook Air M2,S037,7772,used,30,Antalya
2025-08-19,MacBook Air M2,S008,7698,used,25,Antalya
2025-08-19,MacBook Air M2,S034,7726,like_new,29,Bursa
2025-08-19,MacBook Air M2,S006,7722,new,4,Antalya
2025-08-19,MacBook Air M2,S050,7787,like_new,27,Izmir
2025-08-19,MacBook Air M2,S038,7780,used,26,Bursa
2025-08-20,MacBook Air M2,S016,7780,like_new,5,Ankara
2025-08-20,MacBook Air M2,S007,7828,new,9,Ankara
2025-08-20,MacBook Air M2,S029,7790,like_new,28,Izmir
2025-08-20,MacBook Air M2,S038,7804,new,18,Bursa
2025-08-20,MacBook Air M2,S024,7909,used,11,Istanbul
2025-08-20,MacBook Air M2,S035,7891,like_new,22,Bursa
2025-08-20,MacBook Air M2,S016,7749,like_new,12,Ankara
2025-08-20,MacBook Air M2,S031,7864,used,27,Izmir
2025-08-20,MacBook Air M2,S020,7863,new,2,Antalya
2025-08-20,MacBook Air M2,S048,7757,used,23,Istanbul
2025-08-20,MacBook Air M2,S043,7863,new,18,Izmir
2025-08-20,MacBook Air M2,S025,7902,like_new,29,Izmir
2025-08-20,MacBook Air M2,S044,7759,new,28,Antalya
2025-08-20,MacBook Air M2,S016,7770,like_new,1,Bursa
2025-08-20,MacBook Air M2,S026,7874,like_new,3,Izmir
2025-08-20,MacBook Air M2,S049,7834,new,7,Izmir
2025-08-20,MacBook Air M2,S011,7849,like_new,29,Izmir
2025-08-20,MacBook Air M2,S050,7837,used,26,Bursa
2025-08-20,MacBook Air M2,S003,7840,like_new,27,Istanbul
2025-08-20,MacBook Air M2,S050,7748,like_new,24,Bursa
2025-08-20,MacBook Air M2,S027,7875,like_new,29,Bursa
2025-08-20,MacBook Air M2,S007,7882,new,17,Izmir
2025-08-20,MacBook Air M2,S005,7807,like_new,20,Bursa
2025-08-20,MacBook Air M2,S047,7817,used,15,Izmir
2025-08-20,MacBook Air M2,S045,7737,new,21,Istanbul
2025-08-20,MacBook Air M2,S042,7847,new,26,Bursa
2025-08-20,MacBook Air M2,S042,7850,new,13,Istanbul
2025-08-20,MacBook Air M2,S013,7816,used,11,Izmir
2025-08-20,MacBook Air M2,S037,7879,new,6,Istanbul
2025-08-20,MacBook Air M2,S016,7801,used,28,Ankara
2025-08-21,MacBook Air M2,S027,7803,like_new,16,Bursa
2025-08-21,MacBook Air M2,S048,7718,new,6,Izmir
2025-08-21,MacBook Air M2,S044,7772,used,26,Izmir
2025-08-21,MacBook Air M2,S019,7764,new,14,Istanbul
2025-08-21,MacBook Air M2,S024,7785,new,29,Bursa
2025-08-21,MacBook Air M2,S025,7753,used,1,Ankara
2025-08-21,MacBook Air M2,S002,7766,used,21,Antalya
2025-08-21,MacBook Air M2,S015,7817,new,7,Bursa
2025-08-21,MacBook Air M2,S017,7749,used,2,Ankara
2025-08-21,MacBook Air M2,S026,7687,used,20,Bursa
2025-08-21,MacBook Air M2,S017,7867,new,12,Istanbul
2025-08-21,MacBook Air M2,S011,7847,used,1,Istanbul
2025-08-21,MacBook Air M2,S046,7704,used,25,Bursa
2025-08-21,MacBook Air M2,S030,7810,used,4,Bursa
2025-08-21,MacBook Air M2,S015,7746,used,7,Ankara
2025-08-21,MacBook Air M2,S018,7787,like_new,13,Bursa
2025-08-21,MacBook Air M2,S009,7789,like_new,20,Ankara
2025-08-21,MacBook Air M2,S014,7760,like_new,14,Ankara
2025-08-21,MacBook Air M2,S012,7731,like_new,1,Ankara
2025-08-21,MacBook Air M2,S019,7736,like_new,20,Ankara
2025-08-21,MacBook Air M2,S029,7724,new,19,Izmir
2025-08-21,MacBook Air M2,S044,7728,used,3,Bursa
2025-08-21,MacBook Air M2,S001,7769,like_new,28,Ankara
2025-08-21,MacBook Air M2,S021,7734,used,22,Bursa
2025-08-21,MacBook Air M2,S014,7810,used,23,Bursa
2025-08-21,MacBook Air M2,S028,7853,used,9,Antalya
2025-08-21,MacBook Air M2,S005,7742,new,2,Antalya
2025-08-21,MacBook Air M2,S004,7786,like_new,16,Ankara
2025-08-21,MacBook Air M2,S023,7800,used,23,Antalya
2025-08-21,MacBook Air M2,S048,7798,new,9,Istanbul
2025-08-22,MacBook Air M2,S025,7751,like_new,22,Bursa
2025-08-22,MacBook Air M2,S024,7787,new,2,Antalya
2025-08-22,MacBook Air M2,S038,7773,new,6,Izmir
2025-08-22,MacBook Air M2,S033,7680,like_new,29,Izmir
2025-08-22,MacBook Air M2,S030,7794,new,11,Istanbul
2025-08-22,MacBook Air M2,S046,7795,used,5,Bursa
2025-08-22,MacBook Air M2,S017,7706,new,2,Izmir
2025-08-22,MacBook Air M2,S009,7749,like_new,24,Izmir
2025-08-22,MacBook Air M2,S024,7784,like_new,29,Izmir
2025-08-22,MacBook Air M2,S017,7736,used,17,Izmir
2025-08-22,MacBook Air M2,S021,7805,like_new,11,Ankara
2025-08-22,MacBook Air M2,S048,7874,like_new,18,Ankara
2025-08-22,MacBook Air M2,S043,7705,used,2,Bursa
2025-08-22,MacBook Air M2,S013,7673,new,8,Istanbul
2025-08-22,MacBook Air M2,S012,7763,new,9,Bursa
2025-08-22,MacBook Air M2,S011,7786,used,14,Bursa
2025-08-22,MacBook Air M2,S008,7735,like_new,15,Istanbul
2025-08-22,MacBook Air M2,S023,7825,used,16,Antalya
2025-08-22,MacBook Air M2,S030,7675,like_new,28,Istanbul
2025-08-22,MacBook Air M2,S047,7784,new,12,Istanbul
2025-08-22,MacBook Air M2,S006,7714,new,6,Izmir
2025-08-22,MacBook Air M2,S011,7839,used,27,Antalya
2025-08-22,MacBook Air M2,S018,7854,used,7,Antalya
2025-08-22,MacBook Air M2,S038,7706,new,25,Antalya
2025-08-22,MacBook Air M2,S037,7717,new,30,Bursa
2025-08-22,MacBook Air M2,S005,7793,new,22,Bursa
2025-08-22,MacBook Air M2,S007,7726,like_new,10,Istanbul
2025-08-22,MacBook Air M2,S044,7745,used,13,Istanbul
2025-08-22,MacBook Air M2,S024,7748,used,27,Istanbul
2025-08-22,MacBook Air M2,S021,7644,new,3,Istanbul
2025-08-23,MacBook Air M2,S046,7735,used,15,Bursa
2025-08-23,MacBook Air M2,S041,7698,like_new,22,Antalya
2025-08-23,MacBook Air M2,S001,7709,like_new,21,Istanbul
2025-08-23,MacBook Air M2,S040,7813,like_new,24,Izmir
2025-08-23,MacBook Air M2,S047,7668,used,7,Ankara
2025-08-23,MacBook Air M2,S004,7779,used,11,Izmir
2025-08-23,MacBook Air M2,S004,7720,used,18,Istanbul
2025-08-23,MacBook Air M2,S039,7720,like_new,13,Istanbul
2025-08-23,MacBook Air M2,S017,7778,new,25,Ankara
2025-08-23,MacBook Air M2,S026,7754,new,28,Istanbul
2025-08-23,MacBook Air M2,S014,7766,new,25,Bursa
2025-08-23,MacBook Air M2,S026,7787,like_new,4,Ankara
2025-08-23,MacBook Air M2,S020,7717,like_new,24,Bursa
2025-08-23,MacBook Air M2,S020,7702,used,5,Antalya
2025-08-23,MacBook Air M2,S023,7677,used,27,Istanbul
2025-08-23,MacBook Air M2,S024,7691,used,16,Ankara
2025-08-23,MacBook Air M2,S029,7894,like_new,9,Bursa
2025-08-23,MacBook Air M2,S037,7802,used,3,Bursa
2025-08-23,MacBook Air M2,S049,7663,like_new,20,Izmir
2025-08-23,MacBook Air M2,S012,7664,like_new,3,Bursa
2025-08-23,MacBook Air M2,S003,7761,used,15,Izmir
2025-08-23,MacBook Air M2,S044,7765,new,30,Ankara
2025-08-23,MacBook Air M2,S032,7765,used,3,Antalya
2025-08-23,MacBook Air M2,S019,7722,like_new,3,Bursa
